"con","cg","WUPALMER","PATH","INTRINSIC_LIN","INTRINSIC_PATH","INTRINSIC_LCH","PAGERANK","con","cg","WUPALMER","PATH","INTRINSIC_LIN","INTRINSIC_PATH","INTRINSIC_LCH","PAGERANK","WUPALMER.PATH","WUPALMER.INTRINSIC_LIN","WUPALMER.INTRINSIC_PATH","WUPALMER.INTRINSIC_LCH","WUPALMER.PAGERANK","PATH.INTRINSIC_LIN","PATH.INTRINSIC_PATH","PATH.INTRINSIC_LCH","PATH.PAGERANK","INTRINSIC_LIN.INTRINSIC_PATH","INTRINSIC_LIN.INTRINSIC_LCH","INTRINSIC_LIN.PAGERANK","INTRINSIC_PATH.INTRINSIC_LCH","INTRINSIC_PATH.PAGERANK","INTRINSIC_LCH.PAGERANK"
"MayoSRS","sct-msh-csp-aod",0.379508224051286,0.346627724322577,0.364614085397014,0.376736639513781,0.395378811792960,0.158460033553122,"MayoSRS","sct-msh-csp-aod",0.379508224051286,0.346627724322577,0.364614085397014,0.376736639513781,0.395378811792960,0.158460033553122,0.790890770204538,0.9036794374808,0.98193919988506,0.895995414082765,0.0933962395649428,0.885390365478721,0.80838013782978,0.692196623472264,0.157775058945528,0.921633054224307,0.801244813953251,0.119533726246978,0.878114738337373,0.0979020765532754,0.0705333666139758
"MayoSRS","umls",0.377821776542504,0.295286721213277,0.39291827281234,0.405694865085063,0.440377422192653,0.212140488585672,"MayoSRS","umls",0.377821776542504,0.295286721213277,0.39291827281234,0.405694865085063,0.440377422192653,0.212140488585672,0.514287209111744,0.90122719610288,0.817691091008072,0.598694575037539,0.202403998345852,0.437579008624478,0.377402524335736,0.238615112325567,0.533576553547647,0.91526148368038,0.687560785414595,0.161859895515430,0.767411050228579,0.132260328686241,0.071701139797
"MiniMayoSRS_Physicians","sct-umls",0.439660562255792,0.370737911666762,0.405155611868445,0.338839220796711,0.338839220796711,0.194444663632972,"MiniMayoSRS_Physicians","sct-umls",0.439660562255792,0.370737911666762,0.405155611868445,0.338839220796711,0.338839220796711,0.194444663632972,0.766029837428895,0.879610699488756,0.667802131685676,0.667802131685676,0.321679181107179,0.883835127206568,0.89530512423691,0.89530512423691,0.488032782277737,0.781239850624741,0.781239850624741,0.401160539807524,1,0.574220468832756,0.574220468832756
"MiniMayoSRS_Physicians","sct-msh",0.562422626641422,0.616905087785375,0.521306196820505,0.512525774833635,0.522523111538798,0.427427909247254,"MiniMayoSRS_Physicians","sct-msh",0.562422626641422,0.616905087785375,0.521306196820505,0.512525774833635,0.522523111538798,0.427427909247254,0.763026428025338,0.833683371303233,0.800127018993256,0.838392866203047,0.51721491068801,0.609008805018504,0.579105576391662,0.613236789683311,0.342542575976710,0.965539846371782,0.995188575198363,0.661629427577408,0.960733535807271,0.693240142250324,0.657263202630356
"MiniMayoSRS_Physicians","sct-msh-csp-aod",0.618075188493114,0.569780417784508,0.596670755258657,0.603178070542518,0.602853532421918,0.4146651320976,"MiniMayoSRS_Physicians","sct-msh-csp-aod",0.618075188493114,0.569780417784508,0.596670755258657,0.603178070542518,0.602853532421918,0.4146651320976,0.787708888740574,0.902652548532666,0.931740148078686,0.930278513465213,0.311582715724880,0.883151190167506,0.854302732494313,0.855745569350047,0.457711979691618,0.97075964754595,0.972225833572201,0.373683189161092,0.998532878081122,0.354315589618236,0.355271762932806
"MiniMayoSRS_Physicians","umls",0.661650991895789,0.583996524824988,0.68693771129023,0.674174934140575,0.674174934140575,0.62687758352715,"MiniMayoSRS_Physicians","umls",0.661650991895789,0.583996524824988,0.68693771129023,0.674174934140575,0.674174934140575,0.62687758352715,0.646403928786584,0.867165761683073,0.935018488877527,0.935018488877527,0.8301648509952,0.531299692866857,0.588992848038923,0.588992848038923,0.807019032560501,0.931683320078787,0.931683320078787,0.702646970482796,1,0.767212796370891,0.767212796370891
"MiniMayoSRS_Physicians","sct",0.535925332170986,0.484741483998391,0.519637641156846,0.476156474569115,0.484985531686873,0.579329982381378,"MiniMayoSRS_Physicians","sct",0.535925332170986,0.484741483998391,0.519637641156846,0.476156474569115,0.484985531686873,0.579329982381378,0.802809603108563,0.935118422363543,0.771849621535233,0.803699417361622,0.820217021670917,0.866342719568739,0.967898798854007,0.9990821377758,0.633377453604166,0.834799906457407,0.867247760966405,0.75757052807573,0.966981700823909,0.605001043656128,0.634196849560488
"MiniMayoSRS_Coders","sct-umls",0.552937833002984,0.5399528501315,0.488106525205692,0.449089010485703,0.449089010485703,0.26201165513953,"MiniMayoSRS_Coders","sct-umls",0.552937833002984,0.5399528501315,0.488106525205692,0.449089010485703,0.449089010485703,0.26201165513953,0.94677814716024,0.748204773061824,0.616137417491359,0.616137417491359,0.201398823412747,0.799299203313606,0.663868144308036,0.663868144308036,0.22596318499924,0.856897675956202,0.856897675956202,0.338784844583832,1,0.437604749295198,0.437604749295198
"MiniMayoSRS_Coders","sct-msh",0.63128453453198,0.758198153405904,0.581528943675511,0.581528943675511,0.609034981423937,0.461750323209408,"MiniMayoSRS_Coders","sct-msh",0.63128453453198,0.758198153405904,0.581528943675511,0.581528943675511,0.609034981423937,0.461750323209408,0.370428944818173,0.77637816516249,0.77637816516249,0.896259825941017,0.37896254038422,0.238114695417223,0.238114695417223,0.3048643820537,0.0758187258858931,1,0.877882162131232,0.551330611718981,0.877882162131232,0.551330611718981,0.453602943335991
"MiniMayoSRS_Coders","sct-msh-csp-aod",0.657711661540931,0.642818205129702,0.663508665230434,0.671003018216484,0.683194098805638,0.466659811816559,"MiniMayoSRS_Coders","sct-msh-csp-aod",0.657711661540931,0.642818205129702,0.663508665230434,0.671003018216484,0.683194098805638,0.466659811816559,0.925861689721279,0.970415918848407,0.931628925128007,0.86739223392615,0.307589672655271,0.896456175883633,0.85805683485788,0.794844867026707,0.353801950842193,0.9611512617971,0.896657287135513,0.290338501315702,0.935301801968552,0.268688321185669,0.235123311146225
"MiniMayoSRS_Coders","umls",0.742269048340178,0.645890981996786,0.67957658088458,0.676992639512395,0.676992639512395,0.733064167288803,"MiniMayoSRS_Coders","umls",0.742269048340178,0.645890981996786,0.67957658088458,0.676992639512395,0.676992639512395,0.733064167288803,0.49947829898816,0.646536759561752,0.634192772937694,0.634192772937694,0.94195495872562,0.828417073623456,0.841889618966743,0.841889618966743,0.546842773809463,0.986233061678774,0.986233061678774,0.69967019465585,1,0.68693287730909,0.68693287730909
"MiniMayoSRS_Coders","sct",0.65367166105212,0.649644370175834,0.609730864335724,0.591045772940885,0.605675857640097,0.697922564627091,"MiniMayoSRS_Coders","sct",0.65367166105212,0.649644370175834,0.609730864335724,0.591045772940885,0.605675857640097,0.697922564627091,0.979864764508985,0.791863929860986,0.711942126082652,0.774056648690511,0.768717335740542,0.811375035785606,0.73083834569543,0.793449229308776,0.749505443994974,0.916091711896547,0.981505309693571,0.57688258003324,0.934506515912226,0.507137090086569,0.561155672591149
"MiniMayoSRS_Combined","sct-umls",0.486867372906509,0.432532959714154,0.445607067601469,0.376113287914041,0.376113287914041,0.197272664919152,"MiniMayoSRS_Combined","sct-umls",0.486867372906509,0.432532959714154,0.445607067601469,0.376113287914041,0.376113287914041,0.197272664919152,0.803702075348053,0.849184193431754,0.622808091554129,0.622808091554129,0.231215290001825,0.953430518390458,0.807760876828112,0.807760876828112,0.342785742113535,0.762869314221489,0.762869314221489,0.313898857692914,1,0.480586405149806,0.480586405149806
"MiniMayoSRS_Combined","sct-msh",0.610402850574345,0.683127967394869,0.564815575795274,0.557324653039369,0.56890248317594,0.445607067601469,"MiniMayoSRS_Combined","sct-msh",0.610402850574345,0.683127967394869,0.564815575795274,0.557324653039369,0.56890248317594,0.445607067601469,0.651190620769588,0.801614394989775,0.771298655135031,0.81844471054195,0.406218504871122,0.481827003782681,0.457611618329034,0.495457381832557,0.199605826880097,0.968556893290817,0.982677291450691,0.562381176097827,0.951255042376102,0.589272902008288,0.547826141529761
"MiniMayoSRS_Combined","sct-msh-csp-aod",0.65369982891844,0.626091354108382,0.636481998992227,0.642709807201544,0.644374222406373,0.437138291582213,"MiniMayoSRS_Combined","sct-msh-csp-aod",0.65369982891844,0.626091354108382,0.636481998992227,0.642709807201544,0.644374222406373,0.437138291582213,0.866084319481157,0.915309255186374,0.945512029492139,0.953668740493382,0.259025042911535,0.950331841241807,0.920113648570196,0.911985902146792,0.337022892704494,0.969687283034553,0.961521849978345,0.306613247711385,0.991827078762154,0.288983222679594,0.284350130982334
"MiniMayoSRS_Combined","umls",0.693956272148308,0.601490163729798,0.690454327217034,0.677252999892898,0.677252999892898,0.677252999892898,"MiniMayoSRS_Combined","umls",0.693956272148308,0.601490163729798,0.690454327217034,0.677252999892898,0.677252999892898,0.677252999892898,0.56384884128695,0.980659472581494,0.909503086558514,0.909503086558514,0.909503086558514,0.580337357393840,0.643028373776553,0.643028373776553,0.643028373776553,0.928745576454428,0.928745576454428,0.928745576454428,1,1,1
"MiniMayoSRS_Combined","sct",0.581767762107756,0.543960939837931,0.55886250497461,0.517585730882931,0.526309521432032,0.630923813434613,"MiniMayoSRS_Combined","sct",0.581767762107756,0.543960939837931,0.55886250497461,0.517585730882931,0.526309521432032,0.630923813434613,0.841771799591848,0.902566393904259,0.739850858776812,0.772720448150007,0.779033176673675,0.93845836015543,0.894649563376292,0.928930419578125,0.631080319710104,0.833955801938268,0.867843539187852,0.68694881245945,0.965516132562208,0.540120985370403,0.569086436223707
"UMNSRS_reduced_rel","sct-umls",0.133742251568684,0.165064555088855,0.156123874214538,0.16097514892674,0.301473986548867,0.0264204310961655,"UMNSRS_reduced_rel","sct-umls",0.133742251568684,0.165064555088855,0.156123874214538,0.16097514892674,0.301473986548867,0.0264204310961655,0.640061028732107,0.738626207976503,0.684521411710744,0.00995833228341289,0.114569042093092,0.89344976977635,0.951110400221187,0.0348877099841695,0.0407958859912614,0.942102226835801,0.0248581720561404,0.0559200470033507,0.0299333079585770,0.0472239534015029,3.2492088543723e-05
"UMNSRS_reduced_rel","sct-msh",0.197944720356087,0.203267129524153,0.217121095252784,0.228626898449890,0.318156120041987,0.0530618517918623,"UMNSRS_reduced_rel","sct-msh",0.197944720356087,0.203267129524153,0.217121095252784,0.228626898449890,0.318156120041987,0.0530618517918623,0.935493418630292,0.769921533771165,0.638941829178808,0.0597386753238517,0.0313649481518818,0.832464167304628,0.697835824764333,0.071579691787571,0.0255260756439351,0.859743037954555,0.111780746460764,0.0144896660950740,0.1574974219317,0.00875205356066133,5.45722969644835e-05
"UMNSRS_reduced_rel","sct-msh-csp-aod",0.239660973990140,0.222271802004902,0.252999813474753,0.261770129759379,0.342336021935687,0.0650473588028796,"UMNSRS_reduced_rel","sct-msh-csp-aod",0.239660973990140,0.222271802004902,0.252999813474753,0.261770129759379,0.342336021935687,0.0650473588028796,0.788624939740067,0.835811732997913,0.730594682830457,0.101154163752732,0.0088853698715008,0.634537292893877,0.540252499098058,0.0564713388838105,0.0188574630678695,0.89096686488227,0.152135200268264,0.00474747093024641,0.195337739350293,0.00306873035377286,2.08379949087067e-05
"UMNSRS_reduced_rel","umls",0.328373468129431,0.357972339682653,0.360918354243469,0.364761223063492,0.396911286320224,0.216566778386983,"UMNSRS_reduced_rel","umls",0.328373468129431,0.357972339682653,0.360918354243469,0.364761223063492,0.396911286320224,0.216566778386983,0.624340607353113,0.589829633993956,0.546062340442018,0.249084312781853,0.0775217767032772,0.960620431573173,0.90926697960232,0.507414809264304,0.0241359778747841,0.948501913687668,0.53955012809597,0.0212039678476947,0.58307046245504,0.0178400645792531,0.00352480699624635
