"cg","metric","con","spearman","p.value"
"msh-umls","SOKAL","MiniMayoSRS_Physicians",0.423382264284577,0.022106797393785
"msh-umls","WUPALMER","MiniMayoSRS_Physicians",0.396204335618417,0.0333598972628653
"msh-umls","LCH","MiniMayoSRS_Coders",0.375670335320956,0.0446112852952351
"msh-umls","INTRINSIC_LCH","MiniMayoSRS_Coders",0.528157616474556,0.00323004199676116
"msh-umls","INTRINSIC_LIN","MiniMayoSRS_Coders",0.45008596475845,0.0142895385385333
"msh-umls","PATH","MiniMayoSRS_Coders",0.375670335320956,0.0446112852952351
"msh-umls","INTRINSIC_PATH","MiniMayoSRS_Coders",0.442071797666254,0.016346043633961
"msh-umls","RADA","MiniMayoSRS_Coders",0.375670335320956,0.0446112852952351
"msh-umls","INTRINSIC_RADA","MiniMayoSRS_Coders",0.442071797666254,0.016346043633961
"msh-umls","JACCARD","MiniMayoSRS_Coders",0.45008596475845,0.0142895385385333
"msh-umls","SOKAL","MiniMayoSRS_Coders",0.45008596475845,0.0142895385385333
"msh-umls","WUPALMER","MiniMayoSRS_Coders",0.374573446660761,0.0452881038318172
"msh-umls","LCH","MiniMayoSRS_Combined",0.417882359593447,0.0240881959218309
"msh-umls","INTRINSIC_LCH","MiniMayoSRS_Combined",0.447350639134846,0.0149657772096809
"msh-umls","INTRINSIC_LIN","MiniMayoSRS_Combined",0.445826740805644,0.0153539074792806
"msh-umls","PATH","MiniMayoSRS_Combined",0.417882359593447,0.0240881959218309
"msh-umls","INTRINSIC_PATH","MiniMayoSRS_Combined",0.443085491980120,0.0160731143990352
"msh-umls","RADA","MiniMayoSRS_Combined",0.417882359593447,0.0240881959218309
"msh-umls","INTRINSIC_RADA","MiniMayoSRS_Combined",0.443085491980120,0.0160731143990352
"msh-umls","JACCARD","MiniMayoSRS_Combined",0.445826740805644,0.0153539074792806
"msh-umls","SOKAL","MiniMayoSRS_Combined",0.445826740805644,0.0153539074792806
"msh-umls","WUPALMER","MiniMayoSRS_Combined",0.407990953512964,0.0280160398803192
