"con","cg","WUPALMER","PATH","INTRINSIC_LIN","INTRINSIC_PATH","INTRINSIC_LCH","PAGERANK_ppr","PAGERANK_ppr_hier","con","cg","WUPALMER","PATH","INTRINSIC_LIN","INTRINSIC_PATH","INTRINSIC_LCH","PAGERANK_ppr","PAGERANK_ppr_hier","WUPALMER.PATH","WUPALMER.INTRINSIC_LIN","WUPALMER.INTRINSIC_PATH","WUPALMER.INTRINSIC_LCH","WUPALMER.PAGERANK_ppr","WUPALMER.PAGERANK_ppr_hier","PATH.INTRINSIC_LIN","PATH.INTRINSIC_PATH","PATH.INTRINSIC_LCH","PATH.PAGERANK_ppr","PATH.PAGERANK_ppr_hier","INTRINSIC_LIN.INTRINSIC_PATH","INTRINSIC_LIN.INTRINSIC_LCH","INTRINSIC_LIN.PAGERANK_ppr","INTRINSIC_LIN.PAGERANK_ppr_hier","INTRINSIC_PATH.INTRINSIC_LCH","INTRINSIC_PATH.PAGERANK_ppr","INTRINSIC_PATH.PAGERANK_ppr_hier","INTRINSIC_LCH.PAGERANK_ppr","INTRINSIC_LCH.PAGERANK_ppr_hier","PAGERANK_ppr.PAGERANK_ppr_hier"
"MiniMayoSRS_Physicians","sct-msh",0.570727304220399,0.620934242212309,0.530086618807376,0.518797504824257,0.528779374847452,0.427427909247254,0.604727519494572,"MiniMayoSRS_Physicians","sct-msh",0.570727304220399,0.620934242212309,0.530086618807376,0.518797504824257,0.528779374847452,0.427427909247254,0.604727519494572,0.778743812917628,0.83340965182112,0.789870745527306,0.828302154756694,0.489097714141915,0.851373293328264,0.62322344510451,0.584079985398414,0.618599594432135,0.330701894870881,0.925434896966311,0.95522401878867,0.994774671833737,0.630222269171599,0.690853479592751,0.960442076118863,0.670642652767042,0.649940426482925,0.634883197659776,0.686031743074238,0.379341028208964
"MiniMayoSRS_Physicians","umls",0.664906655368402,0.59603102001859,0.715216021445347,0.690941719807769,0.690941719807769,0.62687758352715,0.669169923493652,"MiniMayoSRS_Physicians","umls",0.664906655368402,0.59603102001859,0.715216021445347,0.690941719807769,0.690941719807769,0.62687758352715,0.669169923493652,0.679491835516543,0.72863572010501,0.86203834756651,0.86203834756651,0.813859846814083,0.97790652697699,0.447196268900866,0.557246230861105,0.557246230861105,0.858952981675428,0.659321400204778,0.862524973060471,0.862524973060471,0.56030372700452,0.74953899403021,1,0.682371210811283,0.883853168268703,0.682371210811283,0.883853168268703,0.792440260687284
"MiniMayoSRS_Physicians","sct",0.539997886455505,0.499075027225506,0.523659020725653,0.485204578598931,0.493994550851335,0.62395142317946,0.490885207288707,"MiniMayoSRS_Physicians","sct",0.539997886455505,0.499075027225506,0.523659020725653,0.485204578598931,0.493994550851335,0.62395142317946,0.490885207288707,0.839763691012432,0.934526591729123,0.788550338635068,0.82080644048943,0.64625144792367,0.809316635091316,0.904447740405484,0.947379580630632,0.980603651852102,0.508502214231601,0.968801129522642,0.852411438394902,0.88521872032312,0.588420054365642,0.873545454671754,0.966749267174084,0.467122136587806,0.978550787173904,0.493038678355174,0.988191864963577,0.483750183361738
"MiniMayoSRS_Coders","sct-umls",0.555464506508832,0.541700065092115,0.493016013812843,0.449089010485703,0.449089010485703,0.26201165513953,0.702664360391234,"MiniMayoSRS_Coders","sct-umls",0.555464506508832,0.541700065092115,0.493016013812843,0.449089010485703,0.449089010485703,0.26201165513953,0.702664360391234,0.943399611324161,0.755918858754737,0.606916033920124,0.606916033920124,0.196799091185588,0.374526590062615,0.810449020843651,0.657416476044502,0.657416476044502,0.222568299117450,0.337546657368360,0.838637874336664,0.838637874336664,0.327145151215530,0.23057818753411,1,0.437604749295198,0.160763929266035,0.437604749295198,0.160763929266035,0.0293501548325604
"MiniMayoSRS_Coders","sct-msh",0.63854815218459,0.75772341905756,0.585414437731249,0.581528943675511,0.609034981423937,0.461750323209408,0.748124245599134,"MiniMayoSRS_Coders","sct-msh",0.63854815218459,0.75772341905756,0.585414437731249,0.581528943675511,0.609034981423937,0.461750323209408,0.748124245599134,0.396566515973827,0.759087205630494,0.742971989507992,0.861656643421736,0.355648972493624,0.442577232079135,0.248316186970997,0.239719008049642,0.306764373431031,0.0764847638538475,0.936300274255808,0.983053772079794,0.894656876404245,0.53722947297197,0.282586052854966,0.877882162131232,0.551330611718981,0.273180029278006,0.453602943335991,0.346134198650554,0.0907344640352332
"MiniMayoSRS_Coders","umls",0.744725608507129,0.654843132554043,0.702056870822587,0.693271470157159,0.693271470157159,0.733064167288803,0.758645186873432,"MiniMayoSRS_Coders","umls",0.744725608507129,0.654843132554043,0.702056870822587,0.693271470157159,0.693271470157159,0.733064167288803,0.758645186873432,0.522708424321652,0.746483211964815,0.70023826831614,0.70023826831614,0.926206570302889,0.908121022983545,0.752081413267622,0.799358679454485,0.799358679454485,0.584682819604421,0.450498067767296,0.950786715835534,0.950786715835534,0.817577872722376,0.660886981551758,1,0.769995904266406,0.616787996455077,0.769995904266406,0.616787996455077,0.835207496868246
"MiniMayoSRS_Coders","sct",0.656854897509798,0.658162784573939,0.614661652342695,0.599869288321781,0.614461258305525,0.723075850171277,0.61171801009422,"MiniMayoSRS_Coders","sct",0.656854897509798,0.658162784573939,0.614661652342695,0.599869288321781,0.614461258305525,0.723075850171277,0.61171801009422,0.993372157037451,0.798283747629595,0.733803522480223,0.797387270494129,0.647539426449232,0.785177826503686,0.791875663203181,0.727556884763263,0.790981122426179,0.653520922249783,0.77879891047481,0.932657708441893,0.999073625227457,0.475999227097124,0.986429552141428,0.933580827002808,0.425303813728107,0.94618951466005,0.475280948563448,0.987355802068764,0.465536370841326
"MiniMayoSRS_Combined","sct-umls",0.488923110505914,0.439385429933101,0.449592373963472,0.381094920866545,0.381094920866545,0.197272664919152,0.631826945984851,"MiniMayoSRS_Combined","sct-umls",0.488923110505914,0.439385429933101,0.449592373963472,0.381094920866545,0.381094920866545,0.197272664919152,0.631826945984851,0.819816089174749,0.855647272599464,0.630775874586006,0.630775874586006,0.227446837082745,0.449367446223646,0.963418828075865,0.800381377548623,0.800381377548623,0.327490889741447,0.324991851612226,0.765155730426103,0.765155730426103,0.30534238168559,0.348045172304374,1,0.467638476697257,0.216048067970039,0.467638476697257,0.216048067970039,0.0495960149722558
"MiniMayoSRS_Combined","sct-msh",0.619023825691011,0.686467205498009,0.573804683102361,0.562318601543306,0.573884116128444,0.445607067601469,0.663214773623245,"MiniMayoSRS_Combined","sct-msh",0.619023825691011,0.686467205498009,0.573804683102361,0.562318601543306,0.573884116128444,0.445607067601469,0.663214773623245,0.67097094854081,0.80006053481792,0.7532048599317,0.800390507054705,0.378571539492377,0.786534379860934,0.497718070588083,0.459766049113881,0.497988841308233,0.191774667055226,0.87760800979777,0.95124169012081,0.99965929160076,0.53048713353087,0.600221239219335,0.950901622524816,0.571315601356444,0.558393109849943,0.530207308676232,0.600518261662224,0.249590348662079
"MiniMayoSRS_Combined","umls",0.697196728878885,0.613983642505342,0.719845961636806,0.695934123464788,0.695934123464788,0.677252999892898,0.692446980398035,"MiniMayoSRS_Combined","umls",0.697196728878885,0.613983642505342,0.719845961636806,0.695934123464788,0.695934123464788,0.677252999892898,0.692446980398035,0.59726513580483,0.869688957119594,0.992944324751333,0.992944324751333,0.891583632680916,0.973586072103455,0.488691784990288,0.603416039538638,0.603416039538638,0.695030994394984,0.620440273406566,0.862732639723322,0.862732639723322,0.763906986745068,0.843698741594115,1,0.898578286234923,0.980638913200426,0.898578286234923,0.980638913200426,0.917812475611882
"MiniMayoSRS_Combined","sct",0.585827254942291,0.55781796262118,0.562865101250166,0.5273420593046,0.536023705689414,0.674720741397435,0.550795074602568,"MiniMayoSRS_Combined","sct",0.585827254942291,0.55781796262118,0.562865101250166,0.5273420593046,0.536023705689414,0.674720741397435,0.550795074602568,0.880688422199723,0.901655960959031,0.759703830636279,0.793143550660623,0.593429592874207,0.851935487549083,0.97883712174316,0.876211827885105,0.910717023660979,0.493994551108591,0.97084151359331,0.855347294924254,0.889718024910728,0.510896460148891,0.949703017957374,0.965192172973973,0.401052801212778,0.905100841567287,0.425971896132655,0.939752222541238,0.47120354687884
"UMNSRS_reduced_rel","sct-umls",0.133742251568684,0.165064555088855,0.156123874214538,0.16097514892674,0.301473986548867,0.0264204310961655,0.168317262034358,"UMNSRS_reduced_rel","sct-umls",0.133742251568684,0.165064555088855,0.156123874214538,0.16097514892674,0.301473986548867,0.0264204310961655,0.168317262034358,0.640061028732107,0.738626207976503,0.684521411710744,0.00995833228341289,0.114569042093092,0.605545768244169,0.89344976977635,0.951110400221187,0.0348877099841695,0.0407958859912614,0.961055982005872,0.942102226835801,0.0248581720561404,0.0559200470033507,0.85497942976376,0.0299333079585770,0.0472239534015029,0.91229762902433,3.2492088543723e-05,0.0393191806314903,0.0362219581849552
"UMNSRS_reduced_rel","sct-msh",0.197944720356087,0.203267129524153,0.217121095252784,0.228626898449890,0.318156120041987,0.0530618517918623,0.231516653850867,"UMNSRS_reduced_rel","sct-msh",0.197944720356087,0.203267129524153,0.217121095252784,0.228626898449890,0.318156120041987,0.0530618517918623,0.231516653850867,0.935493418630292,0.769921533771165,0.638941829178808,0.0597386753238517,0.0313649481518818,0.607454307763792,0.832464167304628,0.697835824764333,0.071579691787571,0.0255260756439351,0.665177974968388,0.859743037954555,0.111780746460764,0.0144896660950740,0.824910929210455,0.1574974219317,0.00875205356066133,0.9644804772086,5.45722969644835e-05,0.170997161852995,0.00767317777636572
"UMNSRS_reduced_rel","umls",0.328373468129431,0.357972339682653,0.360918354243469,0.364761223063492,0.396911286320224,0.216566778386983,0.351684395577228,"UMNSRS_reduced_rel","umls",0.328373468129431,0.357972339682653,0.360918354243469,0.364761223063492,0.396911286320224,0.216566778386983,0.351684395577228,0.624340607353113,0.589829633993956,0.546062340442018,0.249084312781853,0.0775217767032772,0.700445277066236,0.960620431573173,0.90926697960232,0.507414809264304,0.0241359778747841,0.916384976418523,0.948501913687668,0.53955012809597,0.0212039678476947,0.877323154457523,0.58307046245504,0.0178400645792531,0.826687728188215,0.00352480699624635,0.442572207364176,0.0315576391793942
