"cg","metric","con","spearman","p.value"
"sct-msh-csp-aod","RADA","MiniMayoSRS_Physicians",0.549652832267913,0.00201121596319723
"sct-msh-csp-aod","INTRINSIC_RADA","MiniMayoSRS_Physicians",0.601648480825452,0.000555564894726779
"sct-msh-csp-aod","JACCARD","MiniMayoSRS_Physicians",0.57886445595857,0.00100227930860062
"sct-msh-csp-aod","SOKAL","MiniMayoSRS_Physicians",0.57886445595857,0.00100227930860062
"sct-msh-csp-aod","LCH","MiniMayoSRS_Coders",0.597265296183913,0.000624481739723592
"sct-msh-csp-aod","INTRINSIC_LCH","MiniMayoSRS_Coders",0.761229128245617,1.62811546723422e-06
"sct-msh-csp-aod","INTRINSIC_LIN","MiniMayoSRS_Coders",0.636738501550868,0.000204233397270892
"sct-msh-csp-aod","PATH","MiniMayoSRS_Coders",0.597265296183913,0.000624481739723592
"sct-msh-csp-aod","INTRINSIC_PATH","MiniMayoSRS_Coders",0.647596405353197,0.0001460985896917
"sct-msh-csp-aod","RADA","MiniMayoSRS_Coders",0.597265296183913,0.000624481739723592
"sct-msh-csp-aod","INTRINSIC_RADA","MiniMayoSRS_Coders",0.647596405353197,0.0001460985896917
"sct-msh-csp-aod","JACCARD","MiniMayoSRS_Coders",0.636738501550868,0.000204233397270892
"sct-msh-csp-aod","SOKAL","MiniMayoSRS_Coders",0.636738501550868,0.000204233397270892
"sct-msh-csp-aod","LCH","MiniMayoSRS_Combined",0.595431983871686,0.000655458981637039
"sct-msh-csp-aod","INTRINSIC_LCH","MiniMayoSRS_Combined",0.73728167697057,5.05998001542183e-06
"sct-msh-csp-aod","INTRINSIC_LIN","MiniMayoSRS_Combined",0.615285759110752,0.000381882827177686
"sct-msh-csp-aod","PATH","MiniMayoSRS_Combined",0.595431983871686,0.000655458981637039
"sct-msh-csp-aod","INTRINSIC_PATH","MiniMayoSRS_Combined",0.636717340837574,0.000204364236598392
"sct-msh-csp-aod","RADA","MiniMayoSRS_Combined",0.595431983871686,0.000655458981637039
"sct-msh-csp-aod","INTRINSIC_RADA","MiniMayoSRS_Combined",0.636717340837574,0.000204364236598392
"sct-msh-csp-aod","JACCARD","MiniMayoSRS_Combined",0.615285759110752,0.000381882827177686
"sct-msh-csp-aod","SOKAL","MiniMayoSRS_Combined",0.615285759110752,0.000381882827177686
"sct","LCH","MiniMayoSRS_Physicians",0.484741483998391,0.00769910493681613
"sct","INTRINSIC_LCH","MiniMayoSRS_Physicians",0.484985531686873,0.007663933739043
"sct","INTRINSIC_LIN","MiniMayoSRS_Physicians",0.519637641156846,0.00386477358095205
"sct","PATH","MiniMayoSRS_Physicians",0.484741483998391,0.00769910493681613
"sct","INTRINSIC_PATH","MiniMayoSRS_Physicians",0.476156474569115,0.00902609835734668
"sct","RADA","MiniMayoSRS_Physicians",0.484741483998391,0.00769910493681613
"sct","INTRINSIC_RADA","MiniMayoSRS_Physicians",0.476156474569115,0.00902609835734668
"sct","JACCARD","MiniMayoSRS_Physicians",0.519637641156846,0.00386477358095205
