"con","cg","WUPALMER","PATH","INTRINSIC_LIN","INTRINSIC_PATH","INTRINSIC_LCH","con","cg","WUPALMER","PATH","INTRINSIC_LIN","INTRINSIC_PATH","INTRINSIC_LCH","WUPALMER.PATH","WUPALMER.INTRINSIC_LIN","WUPALMER.INTRINSIC_PATH","WUPALMER.INTRINSIC_LCH","PATH.INTRINSIC_LIN","PATH.INTRINSIC_PATH","PATH.INTRINSIC_LCH","INTRINSIC_LIN.INTRINSIC_PATH","INTRINSIC_LIN.INTRINSIC_LCH","INTRINSIC_PATH.INTRINSIC_LCH"
"MiniMayoSRS_Physicians","sct-umls",0.439660562255792,0.370737911666762,0.405155611868445,0.338839220796711,0.338839220796711,"MiniMayoSRS_Physicians","sct-umls",0.439660562255792,0.370737911666762,0.405155611868445,0.338839220796711,0.338839220796711,0.383014918714447,0.439805349744378,0.333901065842838,0.333901065842838,0.441917563603284,0.447652562118455,0.447652562118455,0.390619925312371,0.390619925312371,0.5
"MiniMayoSRS_Physicians","msh-umls",0.259133318855691,0.253989238205862,0.265038911537921,0.261179121564068,0.439923679532053,"MiniMayoSRS_Physicians","msh-umls",0.259133318855691,0.253989238205862,0.265038911537921,0.261179121564068,0.439923679532053,0.492079849329484,0.490879587524758,0.496843711043784,0.22777503864741,0.482963303485762,0.488924430231271,0.221823741835757,0.49403533704283,0.23473834317052,0.230171389977525
"MiniMayoSRS_Physicians","msh-umls",0.396204335618417,0.40710174717983,0.423382264284577,0.419626655790036,0.410160622515369,"MiniMayoSRS_Physicians","msh-umls",0.396204335618417,0.40710174717983,0.423382264284577,0.419626655790036,0.410160622515369,0.481316350982426,0.45311937888862,0.459649241729633,0.476042054491007,0.471725154996327,0.478281418446072,0.494718274255101,0.493431059259209,0.476996084263757,0.483557217393655
"MiniMayoSRS_Physicians","sct-msh-csp-aod",0.618075188493114,0.569780417784508,0.596670755258657,0.603178070542518,0.602853532421918,"MiniMayoSRS_Physicians","sct-msh-csp-aod",0.618075188493114,0.569780417784508,0.596670755258657,0.603178070542518,0.602853532421918,0.393854444370287,0.451326274266333,0.465870074039343,0.465139256732606,0.441575595083753,0.427151366247156,0.427872784675024,0.485379823772975,0.486112916786101,0.499266439040561
"MiniMayoSRS_Physicians","umls",0.661650991895789,0.583996524824988,0.68693771129023,0.674174934140575,0.674174934140575,"MiniMayoSRS_Physicians","umls",0.661650991895789,0.583996524824988,0.68693771129023,0.674174934140575,0.674174934140575,0.323201964393292,0.433582880841537,0.467509244438764,0.467509244438764,0.265649846433428,0.294496424019461,0.294496424019461,0.465841660039393,0.465841660039393,0.5
"MiniMayoSRS_Physicians","sct",0.535925332170986,0.484741483998391,0.519637641156846,0.476156474569115,0.484985531686873,"MiniMayoSRS_Physicians","sct",0.535925332170986,0.484741483998391,0.519637641156846,0.476156474569115,0.484985531686873,0.401404801554282,0.467559211181771,0.385924810767616,0.401849708680811,0.433171359784369,0.483949399427004,0.499541068887899,0.417399953228704,0.433623880483202,0.483490850411954
"MiniMayoSRS_Physicians","msh",0.396063750717455,0.402896132830344,0.411028591419545,0.40944038202457,0.389832161733345,"MiniMayoSRS_Physicians","msh",0.396063750717455,0.402896132830344,0.411028591419545,0.40944038202457,0.389832161733345,0.488307670631102,0.47430391887004,0.477045554932083,0.489400838712058,0.485983014411759,0.488728378383218,0.477717186496026,0.497253272563159,0.463735803463705,0.466472032350336
"MiniMayoSRS_Coders","sct-umls",0.552937833002984,0.5399528501315,0.488106525205692,0.449089010485703,0.449089010485703,"MiniMayoSRS_Coders","sct-umls",0.552937833002984,0.5399528501315,0.488106525205692,0.449089010485703,0.449089010485703,0.47338907358012,0.374102386530912,0.308068708745679,0.308068708745679,0.399649601656803,0.331934072154018,0.331934072154018,0.428448837978101,0.428448837978101,0.5
"MiniMayoSRS_Coders","msh-umls",0.30214210707247,0.295535536176581,0.328396508414681,0.320160026407517,0.599105191104612,"MiniMayoSRS_Coders","msh-umls",0.30214210707247,0.295535536176581,0.328396508414681,0.320160026407517,0.599105191104612,0.489566317545206,0.458140880848789,0.471328272574415,0.0853967321936733,0.447778935919676,0.460931331017541,0.081385098164435,0.486762661479825,0.103018103525593,0.0971905188728275
"MiniMayoSRS_Coders","msh-umls",0.374573446660761,0.375670335320956,0.45008596475845,0.442071797666254,0.528157616474556,"MiniMayoSRS_Coders","msh-umls",0.374573446660761,0.375670335320956,0.45008596475845,0.442071797666254,0.528157616474556,0.498163857712044,0.371312955821393,0.38502717117041,0.24229131329917,0.373054037421056,0.386787707988094,0.243731840865343,0.485611622377013,0.355477763488414,0.342133552174002
"MiniMayoSRS_Coders","sct-msh-csp-aod",0.657711661540931,0.642818205129702,0.663508665230434,0.671003018216484,0.683194098805638,"MiniMayoSRS_Coders","sct-msh-csp-aod",0.657711661540931,0.642818205129702,0.663508665230434,0.671003018216484,0.683194098805638,0.462930844860639,0.485207959424203,0.465814462564004,0.433696116963075,0.448228087941817,0.42902841742894,0.397422433513354,0.48057563089855,0.448328643567757,0.467650900984276
"MiniMayoSRS_Coders","umls",0.742269048340178,0.645890981996786,0.67957658088458,0.676992639512395,0.676992639512395,"MiniMayoSRS_Coders","umls",0.742269048340178,0.645890981996786,0.67957658088458,0.676992639512395,0.676992639512395,0.24973914949408,0.323268379780876,0.317096386468847,0.317096386468847,0.414208536811728,0.420944809483371,0.420944809483371,0.493116530839387,0.493116530839387,0.5
"MiniMayoSRS_Coders","sct",0.653671661052119,0.649644370175834,0.609730864335724,0.591045772940885,0.605675857640097,"MiniMayoSRS_Coders","sct",0.653671661052119,0.649644370175834,0.609730864335724,0.591045772940885,0.605675857640097,0.489932382254493,0.395931964930493,0.355971063041326,0.387028324345256,0.405687517892803,0.365419172847715,0.396724614654388,0.458045855948273,0.490752654846786,0.467253257956113
"MiniMayoSRS_Coders","msh",0.418523886321261,0.420597343878345,0.508694684763337,0.51263042700522,0.542119625559143,"MiniMayoSRS_Coders","msh",0.418523886321261,0.420597343878345,0.508694684763337,0.51263042700522,0.542119625559143,0.496380400923509,0.339116106920945,0.332117631020632,0.280485280382763,0.342443485047585,0.335418293871409,0.283550099937015,0.492342136309903,0.43387235265784,0.441436855879866
"MiniMayoSRS_Combined","sct-umls",0.486867372906509,0.432532959714154,0.445607067601469,0.376113287914041,0.376113287914041,"MiniMayoSRS_Combined","sct-umls",0.486867372906509,0.432532959714154,0.445607067601469,0.376113287914041,0.376113287914041,0.401851037674027,0.424592096715877,0.311404045777064,0.311404045777064,0.476715259195229,0.403880438414056,0.403880438414056,0.381434657110745,0.381434657110745,0.5
"MiniMayoSRS_Combined","msh-umls",0.260230405624325,0.2547277856259,0.270972240422824,0.268154948698201,0.508002618718613,"MiniMayoSRS_Combined","msh-umls",0.260230405624325,0.2547277856259,0.270972240422824,0.268154948698201,0.508002618718613,0.491523615829149,0.483380743510457,0.487747816735747,0.144828907846639,0.474915463592771,0.479278194572696,0.140044079939373,0.495630131052504,0.154528619975715,0.151938208002411
"MiniMayoSRS_Combined","msh-umls",0.407990953512964,0.417882359593447,0.445826740805644,0.44308549198012,0.447350639134846,"MiniMayoSRS_Combined","msh-umls",0.407990953512964,0.417882359593447,0.445826740805644,0.44308549198012,0.447350639134846,0.482852291107036,0.433736752037454,0.438587369807571,0.431038103771187,0.450708175678054,0.455587913928895,0.447992206391025,0.495086429746101,0.497261949593544,0.492348702735025
"MiniMayoSRS_Combined","sct-msh-csp-aod",0.65369982891844,0.626091354108382,0.636481998992227,0.642709807201544,0.644374222406373,"MiniMayoSRS_Combined","sct-msh-csp-aod",0.65369982891844,0.626091354108382,0.636481998992227,0.642709807201544,0.644374222406373,0.433042159740579,0.457654627593187,0.472756014746069,0.476834370246691,0.475165920620903,0.460056824285098,0.455992951073396,0.484843641517277,0.480760924989172,0.495913539381077
"MiniMayoSRS_Combined","umls",0.693956272148308,0.601490163729798,0.690454327217034,0.677252999892898,0.677252999892898,"MiniMayoSRS_Combined","umls",0.693956272148308,0.601490163729798,0.690454327217034,0.677252999892898,0.677252999892898,0.281924420643475,0.490329736290747,0.454751543279257,0.454751543279257,0.29016867869692,0.321514186888276,0.321514186888276,0.464372788227214,0.464372788227214,0.5
"MiniMayoSRS_Combined","sct",0.581767762107756,0.543960939837931,0.55886250497461,0.517585730882931,0.526309521432032,"MiniMayoSRS_Combined","sct",0.581767762107756,0.543960939837931,0.55886250497461,0.517585730882931,0.526309521432032,0.420885899795924,0.451283196952129,0.369925429388406,0.386360224075003,0.469229180077715,0.447324781688146,0.464465209789063,0.416977900969134,0.433921769593926,0.482758066281104
"MiniMayoSRS_Combined","msh",0.417596143814916,0.424149700375296,0.460958683095015,0.459377892000725,0.429628452291185,"MiniMayoSRS_Combined","msh",0.417596143814916,0.424149700375296,0.460958683095015,0.459377892000725,0.429628452291185,0.488545569104414,0.423165347702084,0.425998303497033,0.47891692613188,0.434438011667333,0.437285307431365,0.49036404516323,0.497115361666781,0.443962527942374,0.446820117404637
